SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
7384,7574,2524,480,11187,2239,2902603
8195,9722,2664,1771,10580,2567,2625670
9034,11882,3067,3083,10003,2951,2348720
9872,14014,3234,4395,9435,3364,2071852
10712,16211,3803,5707,8867,3723,1794867
11551,18368,4008,7019,8276,4100,1518024
12390,20560,4380,8331,7723,4490,1241032
13230,22734,4542,9643,7154,4882,964112
14068,24902,4947,10955,6583,5275,687232
14907,27072,5123,12267,6027,5648,410295
