SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
2482,2642,2103,480,4026,2260,738903
2684,3160,1988,803,3875,2350,669632
2887,3670,2079,1126,3728,2420,600386
3090,4204,1952,1448,3587,2502,531096
3292,4734,2243,1771,3419,2599,461846
3502,5283,2142,2099,3282,2700,392611
3711,5826,2262,2427,3131,2799,323324
3922,6376,2131,2755,2994,2900,254136
4131,6914,2238,3083,2844,2967,184834
4340,7456,2123,3411,2710,3071,115591
