SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
57,60,60,40,58848,21580,10331285
63,65,63,46,57001,110450,9319437
67,69,69,51,55162,178802,8311746
68,74,68,56,53276,226958,7291880
70,79,70,59,51405,254352,6278909
73,83,72,64,49539,262212,5271758
76,88,75,67,47686,248889,4259912
79,91,79,73,45803,214644,3244902
80,94,82,77,43929,161163,2230753
79,97,85,82,42049,86873,1215120
