SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
107,110,106,98,10305,3225,1373373
107,115,106,180,10292,3455,1245019
108,120,106,258,10302,3671,1114711
109,125,107,341,10295,3891,985820
110,133,108,420,10321,4119,857630
111,136,109,500,10293,4342,727925
111,141,109,582,10301,4567,598381
112,146,110,662,10307,4824,469276
113,155,112,743,10302,5024,340306
115,156,112,823,10304,5254,210887
