SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
5766,5944,2312,480,8800,2234,2182000
6374,7531,2162,1448,8338,2495,1974263
6995,9139,2471,2427,7910,2774,1766466
7624,10751,2739,3411,7479,3063,1558631
8254,12410,3022,4395,7052,3354,1350911
8883,14036,2907,5379,6622,3631,1143174
9512,15659,3590,6363,6195,3927,935447
10142,17268,3672,7347,5779,4226,727696
10771,18880,4172,8331,5344,4514,519922
11400,20507,4059,9315,4908,4791,312188
