SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
6572,6752,2519,480,9996,2230,2542491
7282,8615,2216,1610,9454,2555,2300152
8012,10503,2547,2755,8952,2887,2057794
8746,12399,2894,3903,8458,3199,1815339
9480,14292,3235,5051,7952,3559,1573056
10215,16191,3543,6199,7448,3884,1330706
10948,18111,3871,7347,6947,4223,1088282
11683,20006,4222,8495,6464,4562,845956
12418,21906,4536,9643,5966,4884,603623
13151,23786,4286,10791,5460,5226,361255
