SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
3312,3490,2102,480,5224,2255,1099562
3616,4284,1831,964,4996,2376,995710
3920,5083,1951,1448,4764,2512,891842
4227,5888,2091,1935,4547,2628,787916
4542,6716,2260,2427,4328,2799,684118
4856,7526,1979,2919,4107,2948,580196
5171,8338,2532,3411,3906,3076,476358
5486,9142,2480,3903,3688,3212,372490
5800,9960,2831,4395,3480,3355,268630
6115,10770,2566,4887,3264,3508,164735
