SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
112,114,107,98,21767,3225,3365060
113,128,107,299,21767,3782,3043095
115,140,110,501,21767,4340,2720136
118,154,110,702,21759,4902,2396467
119,166,114,902,21765,5455,2074322
122,181,117,1105,21763,6011,1751099
124,192,118,1302,21775,6562,1428354
127,206,120,1505,21786,7116,1105000
128,216,123,1708,21779,7673,782144
129,229,123,1904,21773,8221,458821
