SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
114,116,107,98,25580,3227,4025397
115,132,108,340,25583,3897,3638289
119,147,110,582,25594,4569,3251201
121,162,114,822,25597,5241,2863549
123,177,118,1063,25586,5899,2476979
126,195,119,1306,25596,6568,2088743
128,208,122,1542,25593,7241,1702034
131,223,122,1782,25611,7889,1314928
132,240,125,2023,25597,8556,926448
133,253,126,2265,25586,9212,540252
