SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
45,44,52,34,24710,9351,4186476
50,47,51,37,23983,22881,3774086
49,48,50,40,23228,33177,3368686
55,49,49,42,22477,40142,2962881
51,51,51,44,21733,43795,2555617
51,53,54,44,20972,44200,2148892
54,54,54,46,20216,41452,1741975
54,55,52,48,19483,35494,1334814
53,56,53,50,18730,25915,928241
52,58,55,52,17987,13276,521625
