SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
47,47,50,35,30389,11311,5213964
49,48,50,38,29467,32773,4708451
50,50,52,41,28536,49114,4199227
51,53,51,44,27614,60231,3690053
53,55,54,46,26666,66335,3180857
53,58,54,47,25732,67397,2672739
54,59,55,49,24792,63387,2164231
54,61,57,51,23847,54141,1655546
54,62,58,54,22924,39717,1146880
54,63,58,56,22012,20695,637602
