SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
8223,8362,2508,480,12366,2199,3264208
9138,10766,2498,1935,11686,2594,2952483
10082,13176,2935,3411,11040,3031,2640876
11026,15614,2952,4887,10412,3467,2329315
11970,18036,3778,6363,9772,3887,2017672
12914,20475,3811,7839,9136,4332,1705984
13858,22920,4250,9315,8494,4754,1394438
14802,25370,4275,10791,7851,5191,1082807
15746,27802,5331,12267,7203,5631,771158
16690,30246,5554,13743,6578,6058,459554
