SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
111,114,108,98,17936,3230,2699946
113,129,108,259,17957,3677,2441600
114,139,110,420,17952,4129,2184572
116,147,111,582,17939,4568,1926348
117,155,113,742,17955,5015,1667958
120,168,117,902,17954,5463,1409514
124,178,117,1062,17957,5912,1151310
122,191,118,1225,17961,6357,893144
123,201,120,1386,17940,6793,634461
125,205,121,1552,17964,7237,376468
