SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
118,120,108,99,33220,3224,5335249
121,144,110,421,33233,4120,4825721
124,169,121,780,33222,5018,4302293
128,181,117,1064,33225,5905,3790332
130,201,122,1384,33247,6796,3273992
132,221,124,1709,33250,7688,2760356
136,246,126,2023,33243,8557,2246025
139,268,128,2344,33230,9431,1731054
143,291,131,2663,33265,10327,1217538
149,304,134,2985,33246,11226,702703
