SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
54,56,59,38,53179,19493,9331392
60,60,61,45,51495,91198,8417412
65,66,63,48,49803,146333,7503368
65,69,65,52,48124,184961,6587745
67,73,68,56,46460,206864,5673182
67,78,69,61,44764,212767,4759447
71,80,70,63,43090,202061,3844282
72,84,73,69,41410,174338,2930126
72,86,76,72,39709,129573,2015728
75,89,79,76,38057,69737,1101321
