SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
4952,5107,2300,480,7598,2231,1821090
5459,6484,2114,1287,7232,2460,1648000
5972,7812,2339,2099,6847,2652,1474891
6496,9190,2178,2919,6507,2912,1301723
7022,10558,2830,3739,6142,3178,1128591
7546,11914,2846,4559,5790,3407,955446
8070,13274,2894,5379,5438,3642,782410
8595,14622,3342,6199,5078,3898,609259
9119,15958,3802,7019,4724,4118,436155
9643,17307,3620,7839,4358,4359,263020
