SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
119,122,109,99,37039,3230,6010034
124,146,110,461,37053,4244,5430107
126,172,115,822,37039,5245,4848698
130,195,117,1181,37068,6234,4268905
133,212,122,1545,37047,7239,3688658
136,236,125,1903,37040,8225,3108052
140,264,127,2263,37053,9215,2527803
144,281,130,2624,37045,10211,1947964
148,304,135,2985,37055,11219,1367142
152,329,137,3341,37072,12203,787499
