SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
42,40,41,33,13317,5219,2130479
42,41,41,34,12930,8289,1919267
43,42,41,35,12563,10568,1715576
43,42,42,36,12184,12030,1512470
46,42,43,37,11818,12805,1308331
46,43,43,38,11441,12471,1104874
46,44,44,39,11075,11459,901195
44,45,44,40,10689,9571,697632
44,46,44,41,10322,6918,493966
43,46,45,42,9942,3516,290571
