SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
47,42,44,33,19026,7250,3161045
45,44,43,35,18439,14599,2854571
45,44,45,37,17915,20169,2547668
46,46,46,39,17329,23815,2241647
46,46,50,40,16760,25654,1935634
48,48,46,42,16210,25580,1630075
48,50,51,43,15654,23809,1323775
51,49,50,44,15094,20123,1018361
48,51,49,45,14528,14593,712498
48,53,52,46,13952,7301,407014
