SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
105,107,106,99,6485,3231,709648
106,112,106,139,6489,3346,653299
105,113,106,183,6553,3487,580931
105,115,107,219,6480,3567,516002
105,117,107,259,6488,3680,451638
106,122,106,300,6484,3787,386891
106,123,108,341,6473,3905,322603
107,127,106,380,6486,4018,258272
107,128,107,421,6481,4121,193633
108,131,106,460,6477,4254,129127
