SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
54,55,57,38,47471,17444,8282498
59,59,60,44,45992,73848,7474345
60,66,64,50,44518,117067,6654460
62,66,62,50,42991,147344,5845461
65,69,65,55,41494,164473,5034602
63,72,66,57,40010,168539,4223614
65,75,68,60,38514,159877,3413462
68,80,69,63,37007,138163,2603511
67,81,71,68,35520,102652,1792904
69,83,73,71,34024,54176,982238
