SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
50,52,55,40,41792,15450,7277464
53,55,57,43,40472,58446,6561741
61,58,58,46,39188,91267,5846940
59,62,59,47,37866,114218,5136281
63,64,61,51,36566,127303,4424277
62,66,62,54,35251,130121,3712808
62,70,64,56,33937,123085,3001769
63,75,64,60,32615,106403,2290384
63,74,68,63,31315,79384,1579543
63,77,67,66,30008,42113,868625
