SD-JWT,HMAC,MERKLE,MONOCLAIM,BBS+,PS,CL03
121,123,108,99,40871,3229,6644206
125,149,111,501,40859,4343,6005019
131,174,118,902,40853,5462,5360980
133,201,120,1303,40867,6569,4718703
136,225,123,1706,40879,7683,4076956
142,250,126,2104,40865,8776,3439571
147,278,130,2510,40902,9877,2797046
152,304,134,2907,40891,10989,2154405
153,330,138,3315,40900,12082,1508800
157,360,140,3707,40900,13195,868226
